# BaseBuilder station data harvested from UBER-MODS-v8.00-MOHAA (searingwolfe/UBER-MODS-v8.00-MOHAA),
# alienx/basebuild.scr's per-map `exec ...::basebuild ( origin ) "model" ...` station placements.
# '# map <name> main <params>' rows carry the map's basebuild::main args; data rows are '<map>	<station args>'.
# Consumed by docs/tools/gen_basebuild_maps.py -> coop_mod/mp_basebuild_stations.scr. Do not hand-edit.
# map	m1l1	main	800 1000 500 1 1 0 0 0
m5l1a	( 5000.74 -4839.13 -1.00 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m5l1a	( 5100.74 -4939.13 1.00 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m5l1a	( 4800.74 -4270.13 31.93 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
m5l1a	( 1166.78 -936.75 17.09 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m5l1a	( 1166.78 -1036.75 8.09 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m5l1a	( 1166.78 -1136.75 9.09 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m5l1a	( 1166.78 -1236.75 8.09 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m5l1a	( 1166.78 -1336.75 0.09 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m5l1a	( 1166.78 -1436.75 -3.09 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m5l1a	( 1166.78 -1536.75 -2.09 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m5l1a	( 1166.78 -1636.75 0.09 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
m5l1a	( -2561 307 137 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m5l1a	( -2661 307 170 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m5l1a	( -2761 307 179 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m5l1a	( -2861 307 180 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m5l1a	( -2961 307 163 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m5l1a	( -3061 307 141 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m5l1a	( -3161 307 128 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m5l1a	( -3261 307 131 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
# map	m5l1b	main	800 1000 500 1 1 0 0 1
m5l1b	( -435.13 -5263.13 104.12 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m5l1b	( -435.13 -5463.13 104.12 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m5l1b	( -435.13 -5563.13 104.12 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m5l1b	( -435.13 -5663.13 104.12 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m5l1b	( -435.13 -5763.13 104.12 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m5l1b	( -435.13 -5863.13 104.12 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m5l1b	( -635.13 -5263.13 104.12 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m5l1b	( -735.13 -5263.13 104.12 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
m5l1b	( -1410.98 -866.17 393.95 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m5l1b	( -1410.98 -766.17 411.95 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m5l1b	( -1410.98 -666.17 412.95 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m5l1b	( -1410.98 -566.17 441.95 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m5l1b	( -1410.98 -466.17 455.95 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m5l1b	( -1410.98 -366.17 461.95 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m5l1b	( -1410.98 -266.17 457.95 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m5l1b	( -1410.98 -166.17 427.95 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
m5l1b	( 2959.45 59.89 384.87 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m5l1b	( 2959.45 -41.89 384.87 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m5l1b	( 2959.45 -141.89 384.87 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m5l1b	( 2959.45 -241.89 384.87 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m5l1b	( 2959.45 -341.89 384.87 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m5l1b	( 2959.45 -441.89 384.87 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m5l1b	( 2959.45 -541.89 384.87 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m5l1b	( 2959.45 -641.89 384.87 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
# map	m5l2a	main	800 1000 500 1 1 0 0 1
m5l2a	( 3294.59 -3929.38 185.54 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m5l2a	( 3294.59 -3829.38 185.54 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m5l2a	( 3294.59 -3729.38 185.54 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m5l2a	( 3294.59 -3629.38 185.54 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m5l2a	( 3294.59 -3529.38 185.54 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m5l2a	( 3294.59 -3429.38 185.54 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m5l2a	( 3294.59 -3329.38 185.54 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m5l2a	( 3294.59 -3229.38 191.54 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
m5l2a	( 1319.36 4481.82 286.69 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m5l2a	( 1419.36 4481.82 275.69 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m5l2a	( 1519.36 4481.82 243.69 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m5l2a	( 1619.36 4481.82 231.69 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m5l2a	( 1719.36 4481.82 231.69 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m5l2a	( 1819.36 4481.82 231.69 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m5l2a	( 1919.36 4481.82 231.69 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m5l2a	( 2019.36 4481.82 231.69 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
m5l2a	( -4215.58 6479.77 212.92 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m5l2a	( -4215.58 6379.77 217.92 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m5l2a	( -4215.58 6279.77 217.92 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m5l2a	( -4215.58 6179.77 219.92 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m5l2a	( -4215.58 6079.77 233.92 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m5l2a	( -4215.58 5979.77 242.92 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m5l2a	( -4215.58 5879.77 246.92 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m5l2a	( -4215.58 5779.77 249.92 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
# map	m5l2b	main	800 1000 500 1 1 0 0 1
m5l2b	( 6621.19 -5364.63 -166.23 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m5l2b	( 6521.19 -5423.63 -167.23 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m5l2b	( 6409.19 -5450.63 -171.23 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m5l2b	( 6309.19 -5450.63 -176.23 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m5l2b	( 6209.19 -5450.63 -185.23 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m5l2b	( 6109.19 -5450.63 -186.23 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m5l2b	( 6009.19 -5450.63 -187.23 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m5l2b	( 5909.19 -5450.63 -188.23 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
m5l2b	( -956.82 1833.36 -193.97 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m5l2b	( -956.82 1933.36 -191.97 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m5l2b	( -956.82 2033.36 -185.97 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m5l2b	( -956.82 2133.36 -184.97 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m5l2b	( -956.82 2233.36 -190.97 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m5l2b	( -956.82 2333.36 -191.97 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m5l2b	( -956.82 2433.36 -196.97 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m5l2b	( -956.82 2533.36 -190.97 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
m5l2b	( -7654.79 -2378.68 -135.88 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m5l2b	( -7654.79 -2278.68 -135.88 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m5l2b	( -7654.79 -2178.68 -135.88 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m5l2b	( -7654.79 -2078.68 -142.88 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m5l2b	( -7654.79 -1978.68 -141.88 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m5l2b	( -7654.79 -1878.68 -137.88 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m5l2b	( -7654.79 -1778.68 -132.88 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m5l2b	( -7654.79 -1678.68 -126.88 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
# map	m5l3	main	800 1000 500 1 1 0 0 1
m5l3	( 1742.04 4013.87 280.13 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m5l3	( 1742.04 4113.87 280.13 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m5l3	( 1742.04 4213.87 280.13 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m5l3	( 1742.04 4313.87 270.13 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m5l3	( 1742.04 4413.87 270.13 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m5l3	( 1742.04 4513.87 270.13 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m5l3	( 1742.04 4613.87 260.13 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m5l3	( 1742.04 4713.87 260.13 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
m5l3	( -1516.96 -2200.62 392.13 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m5l3	( -1416.96 -2200.62 392.13 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m5l3	( -1316.96 -2200.62 392.13 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m5l3	( -1216.96 -2200.62 392.13 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m5l3	( -1116.96 -2200.62 392.13 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m5l3	( -1016.96 -2200.62 392.13 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m5l3	( -916.96 -2200.62 392.13 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m5l3	( -816.96 -2200.62 392.13 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
# map	m6l1a	main	800 1000 500 1 1 0 0 1
m6l1a	( 5545.22 -6573.78 5411.23 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m6l1a	( 5445.22 -6573.78 5415.23 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m6l1a	( 5345.22 -6573.78 5407.23 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m6l1a	( 5245.22 -6573.78 5394.23 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m6l1a	( 5145.22 -6573.78 5392.23 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m6l1a	( 5045.22 -6573.78 5396.23 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m6l1a	( 4945.22 -6573.78 5421.23 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m6l1a	( 4845.22 -6573.78 5421.23 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
m6l1a	( 6388.00 3984.00 5369.00 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m6l1a	( 6375.00 3884.00 5358.00 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m6l1a	( 6350.00 3784.00 5345.00 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m6l1a	( 6317.00 3684.00 5339.00 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m6l1a	( 6302.00 3584.00 5338.00 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m6l1a	( 6294.00 3484.00 5342.00 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m6l1a	( 6277.00 3384.00 5345.00 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m6l1a	( 6256.00 3284.00 5344.00 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
m6l1a	( -3043.00 694.00 5483.00 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m6l1a	( -2958.00 794.00 5473.00 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m6l1a	( -2925.00 894.00 5487.00 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m6l1a	( -2901.00 994.00 5491.00 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m6l1a	( -2855.00 1094.00 5488.00 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m6l1a	( -2806.00 1194.00 5462.00 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m6l1a	( -2834.00 1294.00 5466.00 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m6l1a	( -2834.00 1394.00 5466.00 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
# map	m6l1b	main	800 1000 500 1 1 0 0 1
m6l1b	( 94.58 3059.74 1802.40 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m6l1b	( 68.58 3155.74 1808.40 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m6l1b	( 42.58 3251.74 1822.40 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m6l1b	( 16.58 3347.74 1846.40 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m6l1b	( -10.58 3443.74 1851.40 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m6l1b	( -36.58 3539.74 1850.40 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m6l1b	( -62.58 3635.74 1836.40 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m6l1b	( -88.58 3731.74 1821.40 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
m6l1b	( -5531.49 -1043.40 2112.20 ) "animate/military_radio.tik" 1 0 1 0 90 .5 0 0 1
m6l1b	( -5461.49 -1113.40 2114.20 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m6l1b	( -5391.49 -1183.40 2115.20 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m6l1b	( -5321.49 -1253.40 2122.20 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m6l1b	( -5251.49 -1323.40 2131.20 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m6l1b	( -5181.49 -1393.40 2134.20 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m6l1b	( -5111.49 -1463.40 2140.20 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m6l1b	( -5041.49 -1533.40 2147.20 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
m6l1b	( -3754.79 -6692.36 1715.28 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m6l1b	( -3654.79 -6692.36 1725.28 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m6l1b	( -3554.79 -6692.36 1733.28 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m6l1b	( -3454.79 -6692.36 1737.28 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m6l1b	( -3354.79 -6692.36 1730.28 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m6l1b	( -3254.79 -6692.36 1711.28 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m6l1b	( -3154.79 -6692.36 1704.28 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m6l1b	( -3054.79 -6692.36 1704.28 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
# map	m6l1c	main	800 1000 500 1 1 0 0 1
m6l1c	( -1600 1960 5 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m6l1c	( -1500 1960 0 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m6l1c	( -1400 1960 0 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m6l1c	( -1300 1960 -6 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m6l1c	( -1200 1960 -9 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m6l1c	( -1100 1960 -8 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m6l1c	( -1000 1960 -7 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m6l1c	( -900 1960 -3 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
m6l1c	( 4149 3074 32 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m6l1c	( 4149 2974 35 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m6l1c	( 4149 2874 32 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m6l1c	( 4149 2774 15 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m6l1c	( 4149 2674 5 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m6l1c	( 4149 2574 10 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m6l1c	( 4149 2474 22 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m6l1c	( 4149 2374 30 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
m6l1c	( 1457 3437 -631 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m6l1c	( 1457 3537 -631 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m6l1c	( 1457 3637 -631 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m6l1c	( 1457 3737 -631 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m6l1c	( 1657 3737 -631 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m6l1c	( 1757 3737 -631 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m6l1c	( 1369 3842 -631 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m6l1c	( 1569 3842 -631 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
# map	m6l2a	main	800 1000 500 1 1 0 0 1
m6l2a	( -5542.53 -3290.52 24.60 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m6l2a	( -5442.53 -3290.52 20.60 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m6l2a	( -5342.53 -3290.52 7.60 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m6l2a	( -5242.53 -3190.52 1.60 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m6l2a	( -5142.53 -3190.52 4.60 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m6l2a	( -5042.53 -3190.52 4.60 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m6l2a	( -4942.53 -3090.52 10.60 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m6l2a	( -4842.53 -3090.52 5.60 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
m6l2a	( -2283.01 823.80 8.13 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m6l2a	( -2283.01 723.80 8.13 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m6l2a	( -2283.01 623.80 8.13 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m6l2a	( -2283.01 523.80 8.13 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m6l2a	( -2283.01 423.80 8.13 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m6l2a	( -2283.01 323.80 8.13 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m6l2a	( -2283.01 223.80 8.13 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m6l2a	( -2283.01 123.80 8.13 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
m6l2a	( 178.01 -1612.80 120.13 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m6l2a	( 178.01 -1712.80 120.13 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m6l2a	( 178.01 -1812.80 120.13 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m6l2a	( 178.01 -1912.80 120.13 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m6l2a	( 178.01 -2012.80 120.13 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m6l2a	( 178.01 -2112.80 120.13 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m6l2a	( 178.01 -2212.80 120.13 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m6l2a	( 314.01 -2406.80 120.13 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
# map	m6l2b	main	800 1000 500 1 1 0 0 1
m6l2b	( -50.49 -6217.56 112.13 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m6l2b	( -50.49 -6117.56 112.13 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m6l2b	( -50.49 -6017.56 112.13 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m6l2b	( -50.49 -5917.56 112.13 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m6l2b	( -50.49 -5817.56 112.13 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m6l2b	( -50.49 -5717.56 112.13 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m6l2b	( -50.49 -5617.56 112.13 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m6l2b	( -50.49 -5517.56 112.13 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
m6l2b	( 7490.35 -2300.83 -127.88 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
m6l2b	( 7490.35 -2200.83 -127.88 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m6l2b	( 7490.35 -2100.83 -127.88 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m6l2b	( 7490.35 -2000.83 -127.88 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m6l2b	( 7490.35 -1900.83 -127.88 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m6l2b	( 7490.35 -1800.83 -127.88 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m6l2b	( 7490.35 -1700.83 -127.88 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m6l2b	( 7490.35 -1600.83 -127.88 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
m6l2b	( 5590.87 6391.13 -31.88 ) "animate/alarmswitch.tik" 1 0 1 0 90 .5 0 0 1
m6l2b	( 5490.87 6391.13 -31.88 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
m6l2b	( 5390.87 6391.13 -31.88 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
m6l2b	( 5290.87 6391.13 -31.88 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
m6l2b	( 5190.87 6391.13 -31.88 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
m6l2b	( 5090.87 6391.13 -31.88 ) "static/bunkertable.tik" 1 1 1 0 90 .5 0 1 1
m6l2b	( 4990.87 6391.13 -31.88 ) "static/banquet_table.tik" 1 0 1 1 90 .5 0 0 1
m6l2b	( 4890.87 6391.13 -31.88 ) "static/bodies_tarp.tik" 1 1 1 1 90 .5 0 0 1
# map	mohdm1	main	800 1000 500 1 1 0 0 0
mohdm1	( -225.73 330.34 48.13 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
mohdm1	( -225.73 230.34 48.13 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
mohdm1	( 669.12 319.92 48.13 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
mohdm1	( -164.87 97.93 48.13 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
mohdm1	( 649.12 119.92 48.13 ) "static/bunkertable.tik" 1 1 1 0 90 1 0 1 1
mohdm1	( 649.12 219.92 48.13 ) "statweapons/flak88turret.tik" 1 1 .35 0 90 .25 0 0 1
mohdm1	( 743.83 2650.43 384.13 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
mohdm1	( 743.83 2550.43 384.13 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
mohdm1	( 443.83 2650.43 384.13 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
